[27-Aug-2021 12:57:07 UTC] PHP Fatal error:  Uncaught Error: Call to undefined method WC_Product_Simple::get_product_type() in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-products.php:38
Stack trace:
#0 C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\template-loader.php(106): include()
#1 C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-blog-header.php(19): require_once('C:\\Users\\Oana\\D...')
#2 C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\index.php(17): require('C:\\Users\\Oana\\D...')
#3 {main}
  thrown in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-products.php on line 38
[27-Aug-2021 13:17:17 UTC] PHP Warning:  count(): Parameter must be an array or an object that implements Countable in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-societatile-mele.php on line 59
[27-Aug-2021 13:19:13 UTC] PHP Warning:  Invalid argument supplied for foreach() in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-societatile-mele.php on line 69
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:24:11 UTC] PHP Notice:  Undefined index: employee in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 68
[27-Aug-2021 13:24:12 UTC] PHP Notice:  Undefined index: company in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 69
[27-Aug-2021 13:24:47 UTC] PHP Notice:  Undefined index: employee in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 68
[27-Aug-2021 13:24:48 UTC] PHP Notice:  Undefined index: company in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 69
[27-Aug-2021 13:26:53 UTC] PHP Notice:  Undefined index: employee in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 68
[27-Aug-2021 13:26:53 UTC] PHP Notice:  Undefined index: company in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\page-apply-for-company.php on line 69
[27-Aug-2021 13:32:14 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 13:32:15 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\functions.php on line 5145
[27-Aug-2021 14:11:22 UTC] PHP Parse error:  syntax error, unexpected '*', expecting end of file in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-content\themes\Bootstrap-on-WordPress-master\functions.php on line 332
[27-Aug-2021 14:11:23 UTC] PHP Notice:  Trying to access array offset on value of type bool in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\class-wp-recovery-mode-email-service.php on line 351
[27-Aug-2021 14:11:23 UTC] PHP Notice:  Trying to access array offset on value of type bool in C:\Users\Oana\Documents\GitHub\The_NewBees_Summerschool\wp-includes\class-wp-recovery-mode-email-service.php on line 352
